Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2535,84,2,218,-7,537,222,235,149,1064,WA1,ST9,2
2533,122,8,30,4,134,233,234,133,1749,WA1,ST30,2
3230,341,20,1052,27,1613,175,206,168,854,WA3,ST33,1
2576,27,21,190,32,993,206,190,113,1061,WA3,ST10,2
2589,61,7,150,19,2889,226,225,133,2590,WA3,ST11,2
2583,61,24,127,38,2737,231,183,72,800,WA3,ST11,2
3124,342,3,0,0,4843,213,235,159,2725,WA1,ST29,2
3177,13,11,283,-7,1708,209,217,144,836,WA2,ST32,1
2966,94,21,600,170,1150,248,203,74,853,WA1,ST29,2
2601,86,19,134,34,930,244,205,83,3404,WA1,ST29,2
2981,350,5,0,0,2636,210,231,159,853,WA1,ST23,1
3184,18,3,124,6,5333,217,233,153,2760,WA1,ST23,2
2605,43,12,134,27,957,222,213,123,1413,WA3,ST11,2
1877,19,18,85,25,108,204,199,127,886,WA4,ST2,3
2364,302,23,426,123,458,149,222,211,1830,WA4,ST10,3
2797,154,10,418,32,1919,232,241,139,2018,WA3,ST13,2
2955,62,8,218,36,3785,227,223,130,5376,WA1,ST29,2
2643,141,3,400,-3,1006,225,238,149,382,WA1,ST23,2
3506,327,16,424,214,1277,181,221,179,1739,WA2,ST39,7
3044,41,13,690,-30,1549,221,211,123,2971,WA3,ST33,2
2913,37,19,175,44,1558,216,196,108,2737,WA3,ST33,2
3298,293,5,182,6,5560,205,239,173,492,WA1,ST38,1
3025,328,12,309,60,573,191,226,175,511,WA2,ST22,1
2967,106,4,127,21,1921,227,234,142,960,WA1,ST30,2
3038,33,16,942,211,1366,215,205,121,2591,WA3,ST33,2
2925,222,24,721,380,1124,184,254,198,1790,WA3,ST32,2
3136,45,8,212,77,1290,222,223,136,418,WA1,ST22,1
2367,73,11,60,-6,618,233,218,115,819,WA4,ST2,3
2615,330,9,300,84,297,198,229,170,1440,WA1,ST29,2
3001,308,12,484,85,5478,188,232,185,1731,WA1,ST29,2
2738,26,13,242,30,2060,213,211,132,3847,WA1,ST12,2
2986,231,21,255,-50,3168,182,254,203,1894,WA3,ST13,2
3367,279,24,153,57,3813,149,235,222,1050,WA1,ST29,1
3203,97,14,30,9,1657,242,219,104,2563,WA1,ST22,1
2758,32,18,234,52,1714,212,197,114,1120,WA3,ST10,2
2535,102,13,162,27,1414,241,223,110,4631,WA1,ST18,2
3106,0,8,30,3,3328,209,226,155,3073,WA1,ST23,1
3060,86,16,480,16,3137,241,212,97,350,WA1,ST29,1
2753,349,10,85,3,1776,202,223,160,2553,WA1,ST29,2
2690,150,19,30,9,2372,240,236,118,4731,WA1,ST12,2
3204,170,29,210,1,2471,226,237,121,3227,WA1,ST29,1
3812,356,15,997,366,4843,195,212,154,2932,WA3,ST40,7
2305,359,22,258,98,418,182,194,146,1518,WA4,ST10,3
2725,160,9,30,0,1470,230,242,144,2242,WA1,ST12,1
3099,4,7,210,30,551,211,226,153,1560,WA1,ST22,2
3192,103,9,42,5,2349,235,229,125,1530,WA3,ST23,1
3105,301,18,190,-17,3328,168,229,201,2191,WA1,ST23,1
3461,87,24,277,64,2424,247,193,61,3704,WA1,ST39,7
2988,161,14,319,73,1978,233,243,137,1455,WA3,ST31,1
3215,199,19,360,105,1557,210,253,170,2355,WA3,ST33,1
3150,4,15,85,18,1142,199,209,146,510,WA3,ST31,1
2742,13,13,60,9,2143,207,213,142,379,WA3,ST31,2
3047,288,2,134,29,4540,215,238,161,324,WA1,ST30,2
3080,154,13,42,3,6097,235,240,133,2358,WA1,ST29,1
2920,94,7,240,7,3510,232,229,130,4120,WA1,ST12,2
3110,149,11,256,2,390,235,239,134,1888,WA1,ST22,1
3203,103,13,569,70,5699,241,223,109,1537,WA1,ST29,1
2955,162,3,569,40,3538,222,240,153,5748,WA1,ST29,1
2548,350,14,0,0,755,193,215,160,3254,WA1,ST20,2
3170,93,12,331,54,2320,239,222,111,2910,WA3,ST24,1
3087,296,10,330,-33,2029,191,237,186,1979,WA3,ST32,2
3166,114,5,330,29,2065,228,235,141,780,WA3,ST23,1
3336,195,5,582,41,972,219,244,160,1312,WA3,ST32,7
3259,316,14,618,7,4396,183,228,184,902,WA3,ST32,1
3110,270,10,60,15,1263,193,244,190,1550,WA3,ST23,1
2684,138,7,0,0,1167,232,238,138,591,WA3,ST2,5
2864,350,30,90,55,120,151,174,151,782,WA1,ST29,1
2939,335,16,450,167,531,183,218,173,1316,WA3,ST33,1
2934,138,15,108,26,1967,242,233,117,1008,WA1,ST30,1
3027,244,7,849,62,5777,206,246,178,5796,WA1,ST12,2
2517,254,8,30,3,1116,203,245,181,1648,WA3,ST17,3
2843,309,20,212,52,1347,160,222,201,2580,WA3,ST33,2
2764,359,26,180,36,1087,171,182,140,1963,WA3,ST24,2
3067,147,10,331,68,5305,233,239,137,3354,WA1,ST29,2
3042,74,12,30,-7,2574,234,217,114,1396,WA3,ST27,1
3118,56,14,60,11,1832,228,211,113,1871,WA3,ST23,2
2932,236,11,382,16,5579,202,249,185,3730,WA1,ST29,2
3070,212,9,649,-56,2428,213,249,172,1395,WA3,ST13,2
3218,89,13,700,102,1958,240,218,106,2781,WA3,ST24,1
3029,104,20,30,-8,655,249,210,80,778,WA1,ST29,1
3065,20,19,0,0,4924,204,197,125,2930,WA1,ST29,1
3563,38,13,190,102,1583,219,212,125,1365,WA2,ST40,7
3098,315,3,466,-28,2524,212,237,163,1570,WA3,ST13,2
3024,344,3,30,2,3260,213,234,159,242,WA1,ST23,1
3107,317,11,402,37,2422,192,231,179,2340,WA3,ST32,2
2613,72,5,301,1,771,225,231,141,878,WA1,ST12,2
2553,272,13,335,126,1142,186,244,197,603,WA4,ST6,6
2712,83,6,395,-3,1307,229,230,135,1749,WA1,ST12,2
3083,41,9,175,43,4821,221,219,132,513,WA1,ST29,2
3220,149,13,218,43,2738,236,239,130,930,WA3,ST32,1
2398,322,22,283,208,1209,159,212,191,1120,WA4,ST10,3
3079,95,13,67,10,1307,240,221,110,1693,WA3,ST13,1
3126,260,21,201,17,4646,166,246,216,3200,WA1,ST22,1
2911,343,21,90,22,3707,171,202,166,2783,WA1,ST29,2
3291,247,20,1063,370,3564,175,250,210,2483,WA3,ST27,2
2683,143,9,67,3,1749,233,238,136,2429,WA3,ST4,2
2100,287,39,216,207,242,88,205,242,216,WA4,ST10,3
2786,3,17,212,43,534,195,206,146,2290,WA1,ST24,2
3265,157,14,190,32,1838,235,241,134,1570,WA1,ST29,2
3328,177,13,882,334,979,226,247,151,1533,WA3,ST40,2
3182,324,12,182,0,4353,189,227,177,2980,WA1,ST23,1
2658,100,10,127,36,1935,237,227,120,4779,WA1,ST12,2
2994,49,17,366,27,4753,225,200,103,1521,WA1,ST19,1
2916,66,13,120,19,2096,232,214,111,2142,WA3,ST22,1
3024,189,13,810,138,5783,220,250,161,5434,WA1,ST29,2
2653,17,18,108,26,750,202,199,129,1252,WA3,ST33,2
2941,25,16,569,146,2962,210,204,126,1116,WA3,ST10,2
2810,236,7,30,5,2173,208,246,176,1967,WA3,ST13,2
3265,303,17,467,102,4140,171,230,198,2308,WA3,ST38,1
3148,82,7,342,14,4293,230,228,132,1917,WA1,ST29,2
3277,330,7,391,51,5500,204,232,167,1579,WA1,ST22,1
2900,18,11,335,1,3302,211,216,141,3879,WA1,ST23,2
3030,92,13,785,-152,1405,240,219,107,966,WA1,ST29,2
3397,330,16,725,124,2192,181,220,177,1273,WA3,ST32,1
2892,38,11,124,6,4161,220,216,130,3031,WA1,ST30,2
2837,119,7,212,10,845,233,234,133,150,WA1,ST29,2
3037,155,18,255,16,5406,238,238,122,1770,WA1,ST29,2
3119,117,14,277,72,4859,243,226,109,1798,WA1,ST29,1
3292,100,13,277,43,1552,242,221,107,2258,WA3,ST32,1
3103,0,9,212,34,4235,206,222,154,2136,WA1,ST29,2
3008,117,19,127,26,875,249,218,89,2780,WA3,ST33,1
2997,4,18,457,-62,1012,194,203,144,1981,WA3,ST32,2
3016,269,23,67,41,5058,154,241,223,3940,WA1,ST29,1
3110,246,9,335,91,1506,201,247,184,541,WA3,ST13,2
2978,270,9,552,62,5608,195,244,187,3700,WA1,ST29,2
2551,119,9,30,-1,1356,235,233,128,1351,WA3,ST2,3
3191,325,4,306,16,4119,210,235,163,3048,WA1,ST19,1
2688,327,13,0,0,1400,189,225,176,1388,WA3,ST20,6
2707,297,10,90,7,1781,193,237,184,636,WA3,ST31,2
3231,11,9,765,213,4376,211,222,148,2353,WA1,ST29,1
3169,96,12,0,0,3231,239,222,111,3794,WA1,ST22,1
3217,130,24,134,35,2717,250,219,82,2958,WA3,ST33,1
3222,250,8,764,161,6252,203,246,181,1532,WA1,ST29,2
2669,164,17,60,1,1680,233,243,135,966,WA1,ST12,2
3349,62,22,732,212,1084,233,188,76,5431,WA2,ST24,1
3365,309,13,268,43,3778,184,231,187,1847,WA3,ST38,1
2965,342,5,430,68,4084,210,233,161,5460,WA1,ST12,2
2905,119,6,492,37,2910,230,235,138,2106,WA1,ST29,2
2902,148,16,295,96,2068,240,236,120,1172,WA3,ST32,2
2677,1,9,309,6,1290,207,223,153,1552,WA1,ST30,2
3191,123,8,0,0,335,234,234,132,1981,WA1,ST22,1
2016,344,34,240,167,210,133,165,158,794,WA4,ST5,6
3241,95,16,285,-30,1705,244,215,96,2706,WA1,ST39,1
2965,34,5,216,11,5071,219,228,145,2421,WA1,ST29,1
3286,275,13,918,176,1443,186,243,196,2773,WA3,ST31,1
2350,85,12,424,166,1099,237,220,112,1288,WA4,ST6,4
2886,232,12,242,31,1054,201,251,186,1897,WA3,ST13,1
3179,48,12,175,-5,1473,224,214,122,437,WA3,ST32,2
2685,332,24,90,43,1608,157,202,180,1226,WA3,ST33,2
2863,330,18,660,239,663,175,216,179,642,WA3,ST32,2
2769,51,10,192,39,2406,225,219,127,2233,WA3,ST32,3
2915,344,33,242,97,2630,136,169,159,811,WA3,ST33,2
2399,78,16,124,41,800,239,210,97,1401,WA4,ST6,6
3255,278,16,713,189,6185,176,241,204,1948,WA1,ST29,2
3065,349,5,182,29,4023,211,232,159,2213,WA1,ST29,2
2967,133,20,418,167,420,247,226,98,1140,WA1,ST29,2
2798,175,11,124,27,3398,226,246,151,3195,WA1,ST30,1
2922,129,15,85,20,1911,243,230,112,1040,WA1,ST30,2
3341,294,15,524,51,3582,178,236,197,1532,WA1,ST39,1
3042,90,4,335,12,1206,226,233,143,2771,WA1,ST29,2
2681,145,8,531,81,1121,231,239,141,2695,WA1,ST12,2
2333,259,12,30,1,240,190,247,195,256,WA3,ST14,6
3310,128,8,0,0,1116,234,235,133,1320,WA2,ST38,7
2657,143,12,67,3,1782,237,237,128,362,WA3,ST11,2
3290,143,14,384,70,1476,239,236,123,2037,WA3,ST32,1
2670,101,20,175,57,2343,248,210,81,2461,WA3,ST11,3
3167,96,14,503,34,5546,242,218,103,1616,WA1,ST29,1
2998,97,15,124,29,2102,244,216,98,2502,WA3,ST32,1
3170,245,16,661,72,3460,185,251,201,2016,WA3,ST31,1
3001,146,14,42,10,2772,239,237,124,1594,WA3,ST32,2
3082,242,22,153,51,2446,171,252,213,1539,WA3,ST33,2
2988,163,15,685,103,2854,233,243,137,1890,WA3,ST33,2
2289,70,10,153,75,1410,231,220,120,659,WA4,ST2,3
2491,9,23,42,8,914,188,188,130,1361,WA3,ST33,2
2895,265,18,306,134,1934,171,245,211,1530,WA3,ST13,2
3128,12,6,300,30,2080,214,228,151,2201,WA1,ST29,1
2975,180,3,67,16,4876,221,241,156,5726,WA1,ST12,2
3021,113,15,769,95,5889,245,223,104,3227,WA1,ST29,2
3125,63,17,175,18,2833,233,203,97,1987,WA3,ST31,1
2705,222,22,270,104,1851,188,254,196,1468,WA3,ST4,2
3018,230,8,735,122,5913,208,247,176,5638,WA1,ST29,2
3002,358,7,67,3,2706,209,227,156,2106,WA3,ST23,1
2873,135,7,295,3,1184,231,237,139,2122,WA1,ST29,2
3233,31,6,150,-8,6050,219,228,145,499,WA1,ST23,1
2849,61,17,365,98,1206,232,203,99,2621,WA3,ST33,2
2886,274,14,0,0,2026,183,243,199,1072,WA3,ST19,5
2866,297,3,175,50,930,210,238,166,466,WA3,ST33,2
3152,123,23,212,45,808,251,216,79,603,WA3,ST33,2
2535,58,7,420,9,750,226,225,133,3649,WA1,ST18,2
3120,32,24,85,3,2842,207,180,98,3997,WA1,ST22,1
2452,140,22,300,80,1201,247,227,96,1300,WA3,ST4,3
2883,264,26,450,-53,3463,145,241,229,1465,WA3,ST13,2
3026,273,23,390,110,5802,153,239,222,1328,WA1,ST29,2
2988,315,13,404,154,5340,185,229,184,5085,WA1,ST24,2
2731,73,10,150,4,2439,232,221,121,4326,WA1,ST12,2
2958,347,13,150,19,1724,195,218,162,2617,WA3,ST23,1
3025,146,30,360,34,598,244,220,82,1476,WA1,ST30,2
2837,66,10,67,14,510,230,219,121,474,WA3,ST33,2
2688,184,18,85,27,2108,221,249,154,1745,WA1,ST30,2
3026,234,16,306,21,5815,191,252,196,1857,WA1,ST29,2
3011,225,12,457,92,5626,204,251,183,3055,WA1,ST29,2
3173,49,16,0,0,2700,225,205,110,1731,WA3,ST31,1
2551,352,12,323,91,752,199,220,158,815,WA4,ST6,2
2706,45,6,335,24,1789,222,226,139,5939,WA1,ST12,2
2952,292,13,108,9,2510,182,237,195,755,WA3,ST22,2
2877,12,16,484,95,2711,202,205,138,3425,WA1,ST12,2
2944,227,23,400,124,1248,180,254,203,153,WA3,ST13,2
2754,94,4,192,9,1994,225,234,144,1099,WA1,ST12,2
3282,17,21,541,118,2724,198,192,124,3372,WA3,ST32,7
2700,326,29,331,141,1057,138,195,190,691,WA3,ST33,6
3129,62,6,124,8,2285,225,228,138,2218,WA3,ST32,2
3325,183,9,30,0,4505,223,246,157,3307,WA3,ST33,7
3266,350,7,443,43,3459,208,228,159,2844,WA3,ST32,1
3379,70,7,600,80,1315,228,226,132,2658,WA3,ST32,1
3090,163,12,30,5,4857,231,243,141,1431,WA1,ST29,1
2951,214,21,127,43,2702,195,254,187,1831,WA3,ST33,2
3075,37,9,234,13,2654,220,220,135,2866,WA3,ST32,2
2870,191,15,450,233,960,218,250,162,1847,WA3,ST33,2
3276,22,7,124,13,6406,216,225,146,30,WA1,ST22,1
2840,81,5,283,52,2058,226,231,140,1920,WA1,ST12,2
2924,29,6,0,0,1740,218,227,145,1194,WA1,ST29,1
2881,280,12,319,94,2233,186,241,195,1165,WA3,ST31,2
3235,24,8,467,92,2469,216,222,143,3368,WA3,ST31,1
2965,40,7,30,0,1146,221,224,138,2188,WA3,ST32,1
3106,93,5,0,0,3878,228,232,138,3159,WA3,ST22,1
3039,135,2,30,-1,990,222,238,151,1518,WA3,ST23,1
3208,85,8,30,5,459,232,226,126,2011,WA1,ST22,1
2691,57,15,182,40,2613,229,208,109,895,WA3,ST10,2
2640,322,3,446,112,865,212,236,162,953,WA3,ST2,3
2602,93,9,120,33,1362,234,227,125,1405,WA3,ST11,2
2945,208,22,162,-5,1616,198,254,181,1019,WA3,ST23,2
3346,43,12,492,111,3126,222,213,124,3375,WA3,ST32,7
2871,67,20,361,104,513,236,196,84,1355,WA1,ST30,5
2888,44,19,108,46,541,221,196,103,192,WA3,ST31,2
3015,36,11,902,217,2984,219,216,131,782,WA3,ST10,2
2470,85,20,283,83,750,244,201,78,283,WA4,ST2,3
2851,87,34,60,44,1712,246,165,19,1176,WA3,ST33,2
3290,140,7,990,174,2347,231,238,139,2277,WA3,ST31,1
2909,77,20,255,85,342,241,199,80,361,WA3,ST33,1
3250,229,11,451,115,480,204,250,182,2553,WA3,ST13,2
2289,325,28,90,39,1091,141,197,190,854,WA4,ST10,6
3198,353,17,495,7,3760,190,209,156,2928,WA1,ST30,2
3211,182,23,459,180,2240,219,247,148,1756,WA3,ST33,2
2888,109,12,175,42,601,241,226,113,277,WA3,ST31,2
2898,240,20,420,141,1487,179,252,206,1572,WA3,ST33,2
2916,252,2,150,23,300,214,240,164,469,WA3,ST22,2
2852,101,5,30,3,2795,228,233,139,2486,WA1,ST29,2
3081,295,15,150,40,890,175,234,199,2608,WA1,ST30,1
3132,13,8,552,19,3666,212,223,148,3638,WA1,ST29,1
3068,92,13,180,30,655,240,219,107,1546,WA1,ST29,1
3074,313,11,309,5,2106,191,232,180,2402,WA3,ST31,2
2667,10,20,277,73,1493,193,194,133,2751,WA3,ST10,2
3014,108,2,330,35,1216,221,237,151,1637,WA3,ST31,2
3073,0,3,67,1,3561,215,234,156,2236,WA1,ST23,1
3207,117,4,120,5,2405,227,236,143,1456,WA3,ST23,2
3009,318,6,42,2,2761,204,235,169,2176,WA3,ST23,1
3040,77,9,124,20,1350,232,224,125,1107,WA3,ST32,2
2022,261,26,376,100,541,146,242,229,866,WA4,ST1,6
3264,52,6,30,0,1012,223,227,140,2213,WA1,ST38,1
2722,203,25,366,104,3041,198,252,176,1766,WA3,ST13,2
2698,38,8,361,-2,661,220,222,136,1860,WA1,ST12,2
3165,328,9,607,121,3893,199,230,170,2737,WA1,ST30,2
2602,117,6,418,57,598,231,234,136,968,WA1,ST9,2
3081,238,8,150,15,5633,207,247,178,2215,WA1,ST23,2
3063,333,12,162,28,4805,193,225,171,902,WA1,ST29,1
2982,7,12,42,4,3957,205,215,147,5407,WA1,ST29,2
3275,167,8,306,99,3433,226,243,150,2947,WA1,ST23,1
2994,3,15,391,18,5276,198,209,147,1443,WA1,ST23,2
3154,315,1,42,5,1350,215,237,160,446,WA3,ST21,1
2764,55,11,90,23,1776,227,216,121,2843,WA1,ST29,2
3190,85,12,612,152,458,237,220,112,1611,WA1,ST22,2
2897,287,20,480,13,1282,161,235,212,1383,WA3,ST32,2
3466,318,32,190,115,3427,122,193,202,1368,WA1,ST39,1
2991,232,15,551,85,5705,194,252,193,4970,WA1,ST29,2
3073,36,15,67,19,3000,218,205,119,5825,WA1,ST29,1
3015,192,27,300,189,2805,207,249,159,1116,WA3,ST13,2
2993,14,4,182,16,1355,216,231,153,1687,WA3,ST19,1
3241,73,39,60,41,2780,232,137,0,306,WA3,ST39,7
3158,126,8,0,0,2268,235,234,131,808,WA1,ST23,1
2795,335,16,162,63,3319,183,218,173,6093,WA1,ST29,1
3048,64,24,108,26,5031,234,183,68,2742,WA1,ST29,1
2584,123,33,30,8,1422,253,194,39,323,WA3,ST10,3
2956,287,7,175,-5,5681,200,240,179,2030,WA1,ST23,2
2818,67,6,616,63,3237,227,228,135,6357,WA1,ST12,2
2962,211,35,759,25,3950,169,246,190,1340,WA3,ST13,2
2655,67,10,216,11,3399,231,219,120,2341,WA3,ST11,2
2259,66,6,0,0,124,227,227,135,1114,WA4,ST17,2
2939,50,7,242,34,3492,224,224,135,2236,WA1,ST12,2
3225,124,17,510,109,2542,246,225,101,2748,WA3,ST33,1
3046,130,12,450,71,2577,240,233,121,2764,WA3,ST33,2
3313,56,26,162,60,4061,227,176,68,4080,WA1,ST39,7
2948,310,11,402,33,2839,189,232,183,1465,WA3,ST31,2
3191,77,11,120,-7,1668,234,220,117,1549,WA1,ST29,2
2930,127,11,67,11,1471,239,232,122,2553,WA3,ST33,1
2705,101,31,90,57,120,253,182,33,2348,WA1,ST30,5
2894,216,36,201,78,1282,161,246,198,127,WA3,ST13,2
2891,135,15,162,39,2689,243,232,114,2002,WA1,ST29,2
3217,0,10,30,6,3426,205,221,153,2391,WA3,ST31,1
3063,247,14,85,16,875,190,250,197,1608,WA3,ST23,2
3304,347,11,466,52,4558,198,222,162,924,WA3,ST32,1
3282,84,9,390,104,1071,233,225,123,1816,WA1,ST22,1
2854,45,5,541,88,2040,221,229,143,850,WA3,ST11,5
3260,205,5,849,123,2112,217,244,164,2160,WA3,ST31,1
2988,69,21,124,20,3121,237,194,79,6595,WA1,ST29,1
2817,70,13,67,9,618,234,214,109,2523,WA3,ST11,2
2114,162,28,120,50,607,234,233,109,939,WA4,ST2,3
3384,328,13,255,8,2639,188,224,175,2473,WA3,ST38,7
3014,23,7,339,10,6460,216,225,145,2948,WA1,ST29,2
3062,124,20,108,26,2908,249,221,92,2826,WA1,ST29,1
3152,140,15,120,20,3186,241,234,119,3297,WA1,ST39,1
2310,119,34,127,69,382,254,190,34,1888,WA4,ST3,4
3302,190,7,466,107,5190,220,245,160,1173,WA1,ST29,2
3067,42,15,150,51,1869,221,206,116,3027,WA3,ST33,1
2894,62,18,30,4,4413,232,201,94,3758,WA1,ST29,1
3005,337,5,400,20,1831,208,232,163,1288,WA3,ST32,2
2904,0,8,0,0,3122,209,226,155,2101,WA3,ST22,1
3025,181,20,300,71,1276,223,248,149,577,WA3,ST13,2
3081,346,18,351,85,2460,184,209,162,2356,WA3,ST24,1
3163,280,13,42,8,2598,185,241,196,1050,WA3,ST23,1
2707,28,23,212,21,1209,203,182,105,2122,WA1,ST20,2
2984,279,36,531,295,2135,101,218,243,1388,WA3,ST13,2
2686,2,20,467,186,900,187,197,143,612,WA3,ST33,2
2452,349,10,0,0,765,202,223,160,680,WA3,ST4,6
3090,297,4,660,5,1031,208,238,169,1041,WA2,ST23,2
3035,224,21,534,73,1252,187,254,197,677,WA3,ST13,2
3212,144,15,474,110,361,240,236,120,4428,WA2,ST22,2
2972,85,15,300,33,5996,241,212,97,4012,WA1,ST24,1
3057,66,12,582,23,6347,232,215,114,3355,WA1,ST29,2
2956,295,17,309,-69,497,169,233,203,866,WA3,ST31,1
2971,83,6,95,4,4681,229,230,135,1785,WA1,ST19,2
3129,44,13,722,65,3606,222,211,121,2896,WA1,ST29,2
2994,351,5,420,57,4311,212,232,158,1961,WA1,ST12,2
3237,95,14,201,25,2581,241,219,104,1530,WA3,ST38,7
3208,31,13,666,33,3645,216,210,128,4133,WA1,ST23,1
2581,189,11,150,-35,1230,220,249,161,992,WA3,ST4,3
2661,43,10,30,0,1448,222,219,131,1471,WA3,ST11,2
2906,60,36,192,92,1291,221,141,0,949,WA3,ST33,2
3323,107,16,42,4,2109,246,219,97,939,WA3,ST39,7
2913,348,18,335,109,2084,184,208,161,1207,WA3,ST33,1
2148,19,25,150,45,404,194,180,113,295,WA4,ST10,6
3064,209,26,162,56,828,191,253,184,576,WA3,ST24,2
2753,172,9,120,2,1907,226,245,151,787,WA1,ST12,2
2566,56,21,60,-7,671,228,191,86,1350,WA3,ST10,6
3393,287,28,0,0,2998,133,226,227,2154,WA1,ST39,1
2999,94,10,395,62,4291,236,225,119,1899,WA1,ST12,2
2101,75,25,301,141,351,241,185,60,541,WA4,ST1,3
3455,104,20,376,58,2313,249,209,79,3556,WA1,ST40,7
2468,49,9,0,0,534,224,221,131,1106,WA4,ST4,2
3233,176,14,210,17,4380,226,247,150,2363,WA3,ST33,1
2418,148,3,150,57,1116,224,239,151,924,WA4,ST6,3
2967,134,26,390,221,1973,250,218,79,755,WA3,ST13,5
3090,58,17,175,-11,1761,230,201,98,3095,WA1,ST29,1
2706,37,5,577,-9,1129,220,229,146,1543,WA1,ST12,2
2725,100,25,90,28,1146,251,198,60,1245,WA3,ST13,2
2949,35,8,514,147,1205,219,223,139,2619,WA3,ST32,2
2828,355,13,150,11,1136,198,217,156,553,WA3,ST33,2
2761,296,6,499,71,1445,203,238,175,1826,WA3,ST11,2
2763,330,9,67,10,870,199,229,170,2123,WA3,ST11,2
3067,84,7,402,26,2885,230,228,131,6272,WA1,ST29,1
2565,172,11,85,6,2746,228,245,148,2263,WA3,ST17,2
2321,253,15,420,59,150,186,249,200,446,WA4,ST2,3
2648,25,10,180,14,228,215,219,140,459,WA3,ST11,2
2619,325,22,124,45,1253,162,211,186,860,WA1,ST29,2
3027,9,9,516,45,4173,210,222,149,4332,WA1,ST29,2
2964,218,5,42,2,5534,214,245,168,2183,WA1,ST23,2
3001,85,13,469,34,4736,239,217,106,1433,WA1,ST19,1
2676,131,10,134,0,1354,236,235,129,395,WA1,ST23,2
3331,125,9,0,0,3632,236,234,128,2958,WA3,ST39,7
3116,270,13,190,42,1437,185,244,198,1041,WA3,ST32,1
3202,239,11,234,35,2969,200,249,187,960,WA3,ST32,2
3222,73,8,30,0,437,230,225,128,999,WA2,ST16,2
2812,338,22,95,34,1956,166,203,172,2773,WA1,ST29,2
3251,15,16,541,76,1195,203,204,135,300,WA1,ST22,1
2970,177,19,150,23,2268,225,247,146,2984,WA3,ST33,2
2634,79,12,573,40,930,236,217,110,1020,WA3,ST11,3
2920,56,17,537,84,1667,229,203,101,2940,WA3,ST33,2
2930,118,27,170,89,5209,254,205,61,391,WA1,ST30,2
2831,126,13,216,7,3554,241,231,116,6340,WA1,ST12,2
2919,32,10,618,35,1358,218,218,134,1130,WA3,ST32,2
2951,47,9,495,110,979,223,221,132,2083,WA1,ST12,2
3044,11,8,0,0,376,212,224,150,1201,WA1,ST23,2
3352,287,18,816,181,4471,168,236,207,2667,WA3,ST38,1
3086,69,17,182,18,859,236,205,95,2084,WA1,ST29,1
3237,51,6,30,6,721,223,227,139,1082,WA2,ST19,1
3239,142,14,268,62,2748,240,236,122,977,WA3,ST32,1
3266,141,24,424,101,1712,247,225,93,1398,WA2,ST33,1
3129,58,16,350,62,3534,230,203,101,3091,WA1,ST29,1
2555,141,3,0,0,934,225,238,149,1565,WA3,ST10,2
3458,169,11,484,5,1537,228,245,147,3784,WA2,ST35,1
3112,166,15,90,0,2738,232,244,139,3369,WA1,ST23,1
2741,43,10,95,18,2401,222,218,130,6876,WA1,ST12,1
3122,301,26,108,9,2136,140,219,214,3180,WA1,ST29,1
3073,114,17,433,147,2125,247,220,96,1639,WA3,ST13,2
3101,294,24,743,331,987,144,225,218,1500,WA3,ST33,1
3064,96,7,400,23,2844,232,229,129,6367,WA1,ST29,1
3312,87,17,175,42,3458,242,210,92,1416,WA3,ST40,1
3533,56,13,895,334,2627,228,213,116,1095,WA1,ST40,1
2780,133,16,90,1,365,244,231,111,2557,WA3,ST11,2
1977,87,41,30,23,60,241,140,0,134,WA4,ST1,3
2935,322,14,67,6,1761,184,226,181,1650,WA3,ST23,2
2871,208,21,67,25,1992,200,254,181,1216,WA3,ST13,2
2899,181,18,1120,120,2520,223,248,151,1388,WA3,ST13,2
3174,300,27,339,130,150,134,216,218,2250,WA2,ST40,1
2617,358,28,30,16,2100,165,176,140,7150,WA1,ST29,2
3190,237,8,270,29,1165,206,247,178,1998,WA2,ST23,1
2361,334,21,30,12,1260,168,208,176,953,WA4,ST10,3
2927,184,23,120,46,5267,218,248,150,1015,WA1,ST30,2
2852,232,23,150,45,1712,176,253,207,997,WA3,ST13,2
3135,16,8,258,30,1574,213,223,146,1136,WA2,ST24,2
2743,61,12,108,4,1749,230,214,115,926,WA1,ST12,2
3021,180,12,330,49,5317,224,247,154,4112,WA1,ST30,1
2534,76,10,0,0,516,232,222,121,2125,WA1,ST20,2
3387,292,12,932,181,1101,186,238,191,2102,WA3,ST32,1
3121,291,10,391,74,3111,192,239,186,480,WA3,ST32,1
3169,74,11,300,29,1950,233,219,116,3069,WA1,ST29,2
2712,202,13,182,26,1530,214,251,170,3824,WA1,ST12,2
2936,198,18,201,14,5665,212,252,169,4752,WA1,ST30,2
3108,307,5,270,29,1847,207,237,169,878,WA3,ST23,1
3173,154,15,201,46,2147,237,240,129,3231,WA3,ST33,1
2909,275,13,30,9,1932,185,243,197,1150,WA3,ST33,2
2404,321,28,60,32,990,137,200,197,1266,WA4,ST10,3
3373,55,10,631,109,2201,226,220,127,2689,WA2,ST38,1
2780,301,11,90,23,1848,189,235,186,1091,WA3,ST33,2
3021,191,8,488,-38,5721,220,246,161,2922,WA1,ST29,1
