Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3058,40,8,295,32,4709,221,222,136,1041,WA1,ST29,1
3304,192,17,510,72,4374,217,251,163,2337,WA3,ST33,1
3142,5,3,277,7,2603,216,234,155,1441,WA1,ST29,1
2396,82,10,180,70,1001,234,222,119,1242,WA4,ST6,6
2038,318,11,0,0,618,191,230,179,631,WA4,ST17,3
2363,82,9,108,24,1406,233,225,124,361,WA4,ST6,3
2623,103,16,258,56,1022,245,218,97,3529,WA1,ST29,2
2912,343,9,134,38,1034,202,226,163,2054,WA3,ST31,2
2807,57,14,404,0,1794,229,209,110,2469,WA1,ST12,2
2711,113,17,60,10,1597,247,220,95,845,WA1,ST20,2
2674,108,5,120,-20,1397,229,234,138,603,WA1,ST23,2
2995,299,8,731,89,5910,197,237,180,6146,WA1,ST29,2
2990,298,4,532,54,4319,210,238,167,4872,WA1,ST12,2
2542,115,22,295,-9,417,252,212,76,1189,WA3,ST4,3
3118,339,22,120,46,1994,168,203,171,1883,WA3,ST23,2
3302,76,8,360,87,2003,230,226,128,2208,WA1,ST38,1
3095,333,14,120,28,1440,187,221,173,3048,WA3,ST31,2
2922,45,9,285,7,3906,223,220,132,5724,WA1,ST29,2
2720,66,22,134,26,1328,235,190,75,1075,WA3,ST33,2
2735,33,12,404,44,256,218,214,131,953,WA3,ST11,2
3054,6,9,342,66,1082,210,223,151,1203,WA3,ST32,2
2777,358,7,201,21,1999,210,227,156,1710,WA1,ST12,2
2959,27,18,108,7,277,210,199,121,459,WA3,ST31,2
2308,114,23,216,41,285,252,211,75,966,WA4,ST3,3
3203,0,0,30,0,4945,218,238,156,192,WA1,ST38,1
3101,280,17,182,59,450,171,240,208,1613,WA2,ST22,1
3213,104,14,331,51,1263,242,222,107,2448,WA1,ST29,2
3234,99,8,540,66,4093,233,229,128,1958,WA1,ST29,1
3535,50,11,153,42,1434,225,217,125,1084,WA2,ST40,7
2599,79,11,134,30,1421,235,220,115,1426,WA3,ST11,2
2866,122,11,124,15,1838,238,232,123,1682,WA3,ST13,2
2549,29,18,150,39,1376,211,199,119,1477,WA3,ST10,6
2943,102,25,760,277,2534,252,199,60,1739,WA3,ST10,2
2691,54,7,335,5,1063,224,225,136,1950,WA1,ST29,2
2996,142,23,240,70,2563,246,228,98,1590,WA3,ST33,2
3100,163,11,124,4,3422,231,243,143,5180,WA1,ST30,1
3408,97,23,390,11,2131,250,201,68,3427,WA1,ST40,7
2808,346,18,60,13,4061,184,209,162,5254,WA1,ST29,2
3158,23,7,600,-36,713,216,225,145,1401,WA2,ST22,2
2949,89,16,201,29,1890,243,212,95,1937,WA3,ST31,2
3263,72,10,268,85,967,232,221,120,1699,WA1,ST22,1
2303,152,15,108,24,127,237,239,129,331,WA4,ST11,3
3030,169,12,150,8,1384,229,245,146,666,WA3,ST32,2
2896,270,28,390,262,1403,135,236,233,1577,WA3,ST33,2
2873,273,25,255,51,2646,144,237,227,666,WA3,ST13,2
3091,97,15,60,16,1544,243,217,99,3075,WA3,ST23,1
2884,352,11,417,47,1072,200,221,159,2837,WA3,ST32,1
3385,333,8,931,114,1253,201,229,168,1873,WA3,ST38,7
2919,110,8,170,46,716,234,231,129,1813,WA3,ST33,2
2918,317,28,150,65,2616,137,204,201,395,WA3,ST33,2
3343,129,16,658,137,518,244,229,108,180,WA2,ST38,7
3141,130,14,285,10,371,242,231,115,2036,WA1,ST23,2
3203,357,13,256,39,1900,199,216,154,2223,WA3,ST32,1
3218,155,16,256,80,779,237,240,128,2371,WA1,ST22,2
2932,324,19,108,30,1415,169,216,186,1621,WA3,ST33,2
2792,144,19,108,41,510,243,233,111,2719,WA3,ST11,2
3034,22,15,607,59,4149,210,208,131,2278,WA1,ST29,2
2682,22,9,297,46,953,214,220,141,2924,WA1,ST12,2
3298,49,15,30,-2,3489,225,207,113,2886,WA3,ST39,7
2682,69,27,108,18,1292,236,175,53,1158,WA3,ST33,2
3358,90,18,234,158,2845,244,209,89,474,WA3,ST32,2
3193,34,9,120,34,2377,219,221,137,2654,WA1,ST29,1
2960,245,25,85,40,2805,161,250,220,2107,WA3,ST33,2
2783,97,10,228,59,2894,236,226,120,2514,WA1,ST12,2
3084,286,16,85,8,3678,175,238,203,1154,WA3,ST39,1
3041,17,9,510,7,6494,213,221,145,3487,WA1,ST20,2
3050,122,10,540,46,5725,238,232,124,4025,WA1,ST29,1
2797,185,20,67,8,3045,220,249,154,1998,WA1,ST30,2
3136,321,6,60,0,751,204,234,169,1140,WA2,ST23,1
2669,114,8,67,-5,1926,235,232,129,1667,WA3,ST4,2
2453,88,23,192,69,789,247,196,66,774,WA3,ST10,6
3358,152,7,30,3,2799,229,240,144,732,WA3,ST35,7
3083,290,12,218,29,601,187,238,191,966,WA3,ST32,2
2038,329,15,277,-19,666,182,221,178,904,WA4,ST1,6
2956,182,16,390,70,1782,223,249,153,1848,WA3,ST33,2
2912,64,6,30,0,3749,226,228,136,1842,WA1,ST20,1
3230,103,14,95,2,2052,243,221,103,67,WA3,ST35,7
3235,333,4,342,56,4422,210,234,163,2873,WA1,ST22,1
3267,315,4,457,33,421,210,236,165,828,WA3,ST32,1
2960,118,11,67,16,1894,240,230,118,1012,WA1,ST29,1
3019,41,21,240,71,402,218,189,97,1583,WA3,ST24,2
3100,152,15,362,76,3515,237,239,129,2761,WA1,ST30,1
2935,253,14,212,94,691,187,249,199,1708,WA3,ST32,1
3290,87,18,268,57,2026,244,207,87,1406,WA1,ST39,7
2878,69,23,30,-4,430,237,189,71,2315,WA1,ST30,2
2943,339,18,90,25,400,179,212,170,1593,WA3,ST24,2
2750,106,17,67,19,2888,247,217,93,4939,WA1,ST29,2
3253,41,13,85,20,2944,221,211,123,2292,WA1,ST29,1
3030,99,17,30,9,824,245,215,93,2060,WA1,ST29,1
2666,63,14,212,19,1176,232,211,109,228,WA1,ST23,2
2793,40,12,256,55,1648,221,214,126,2592,WA1,ST29,2
2664,14,4,60,-3,1657,216,231,153,5360,WA1,ST29,2
3052,148,14,150,15,806,238,238,128,1530,WA3,ST22,2
2926,169,13,95,10,4968,230,245,144,4471,WA1,ST30,2
3182,342,9,95,14,4529,201,226,164,1729,WA1,ST23,1
3062,149,11,162,38,488,234,240,135,1282,WA3,ST22,2
2471,313,24,488,224,661,150,214,201,459,WA4,ST10,3
2924,185,10,474,48,3535,222,248,158,3848,WA1,ST12,2
3299,51,6,182,13,5569,223,227,139,799,WA1,ST38,1
3130,11,11,313,20,1762,208,217,145,2820,WA3,ST31,1
2864,9,18,366,162,2879,197,202,138,1814,WA1,ST29,2
3045,57,10,30,-4,1414,227,220,126,2398,WA1,ST29,2
3154,239,10,30,-4,2065,202,249,184,564,WA3,ST31,1
2764,27,28,182,78,1681,195,166,93,1008,WA3,ST33,2
2612,205,21,150,48,1307,203,254,177,1362,WA3,ST3,3
3008,45,3,417,69,6243,220,232,149,3826,WA1,ST24,1
2980,257,9,277,44,319,200,246,185,1385,WA3,ST32,2
2919,13,13,589,124,2991,207,213,142,1338,WA3,ST32,2
3240,108,9,120,0,3073,237,229,123,1320,WA3,ST23,1
3002,9,6,42,1,2736,214,228,152,2098,WA3,ST23,1
2994,268,35,601,345,2044,112,229,243,1634,WA3,ST33,2
2943,107,10,120,-1,537,237,228,121,1784,WA1,ST29,2
2680,270,1,0,0,1511,215,239,161,3650,WA1,ST20,2
3098,338,4,437,103,2730,210,233,162,1667,WA3,ST32,2
2550,353,15,30,8,840,193,213,157,361,WA1,ST16,2
2962,224,15,799,162,2571,199,253,187,1521,WA3,ST33,2
2793,330,9,240,6,2270,199,229,170,2491,WA1,ST12,2
3054,202,3,700,50,5908,218,241,160,3948,WA1,ST29,2
3046,310,15,671,29,1573,177,228,191,713,WA3,ST31,2
3360,312,24,648,209,2927,148,214,203,600,WA3,ST40,1
2745,120,10,30,-4,1167,238,231,123,824,WA3,ST31,2
2725,89,11,190,17,1463,236,223,117,1890,WA1,ST29,2
2941,87,9,95,13,1866,234,225,123,2652,WA3,ST32,2
2877,207,10,108,6,1572,214,249,170,2567,WA3,ST13,2
3130,220,15,376,80,1064,202,253,185,2821,WA3,ST33,1
3071,45,8,0,0,3401,222,223,136,1307,WA3,ST23,1
3042,328,18,618,215,638,173,215,181,1358,WA1,ST30,2
3148,62,16,67,9,1328,232,207,103,785,WA3,ST35,7
3263,30,14,180,37,6065,215,208,126,424,WA1,ST22,1
2698,68,29,180,93,1187,235,171,48,1207,WA3,ST33,2
3014,131,14,182,39,4147,242,231,115,5155,WA1,ST29,2
3260,104,4,659,69,3759,226,234,143,2345,WA1,ST40,1
3248,96,13,180,-2,711,240,221,109,2263,WA1,ST22,1
2556,243,10,30,12,2758,201,248,184,912,WA3,ST10,6
2949,251,10,404,53,5885,198,247,187,6264,WA1,ST29,2
2979,71,17,402,175,417,237,204,93,1546,WA1,ST29,1
3235,24,9,277,14,6003,216,222,142,1064,WA1,ST22,1
2851,99,14,256,55,755,242,220,104,888,WA1,ST30,2
3245,214,7,437,66,4668,214,247,169,2915,WA1,ST22,1
3096,105,7,30,3,5301,232,232,133,955,WA1,ST20,1
3452,184,12,618,117,2704,222,248,157,1493,WA3,ST38,1
3091,342,12,124,22,509,196,222,165,1441,WA1,ST22,2
2974,5,17,42,11,285,195,204,144,1368,WA3,ST24,2
2932,233,10,90,16,5204,204,249,182,3562,WA1,ST29,2
2748,80,25,218,107,240,244,185,56,816,WA1,ST30,5
2969,131,9,408,9,1233,235,235,132,1951,WA1,ST23,2
2514,82,10,150,9,210,234,222,119,933,WA1,ST12,2
3435,1,9,421,96,1664,207,223,153,1276,WA3,ST38,7
3057,28,19,342,75,4011,209,195,116,5005,WA1,ST29,1
2365,347,35,108,54,914,132,161,152,959,WA4,ST10,6
3054,135,8,240,20,6705,233,237,135,3339,WA1,ST29,2
3276,228,13,306,1,2704,201,251,186,582,WA3,ST32,1
3411,313,8,323,38,2280,198,234,175,2646,WA3,ST38,7
3176,326,11,234,-9,1231,194,228,174,698,WA2,ST32,1
2252,41,5,0,0,95,220,229,145,1052,WA4,ST17,2
3047,223,10,566,172,3031,207,250,178,644,WA3,ST32,2
3314,202,41,470,149,499,168,237,170,1024,WA1,ST22,1
2749,48,13,170,0,1114,224,212,120,2382,WA3,ST11,2
3207,154,9,300,27,2079,231,241,141,1825,WA3,ST23,2
3305,59,6,42,-2,4574,224,228,139,4063,WA3,ST23,1
2922,306,16,153,23,3248,173,229,195,2058,WA1,ST29,2
2962,179,11,295,45,5292,225,247,154,2564,WA1,ST30,2
3115,40,30,511,40,4519,207,161,71,3104,WA1,ST29,1
2771,166,21,30,0,1253,233,242,130,2080,WA3,ST13,2
2938,185,10,67,2,4537,222,247,158,4722,WA1,ST29,1
3223,128,12,268,32,5707,239,233,122,3132,WA1,ST29,2
2904,20,13,361,23,1889,210,211,136,2949,WA3,ST33,2
3256,239,7,470,70,1307,207,246,176,2176,WA1,ST29,1
3027,269,23,295,32,1716,153,241,223,3371,WA1,ST22,1
3103,7,16,85,6,3565,199,206,142,3061,WA3,ST24,1
2955,344,9,547,10,3573,203,226,162,5802,WA1,ST29,1
3038,24,3,210,44,30,218,233,152,658,WA1,ST22,1
3211,310,24,319,108,1142,149,217,205,2070,WA1,ST29,1
2991,36,21,382,82,4525,213,188,102,4377,WA1,ST29,1
3397,352,13,564,58,1440,196,217,158,1397,WA3,ST38,7
2929,319,15,150,22,3536,180,225,185,4837,WA1,ST12,2
2742,24,9,0,0,2781,215,220,141,5520,WA1,ST20,2
3152,312,7,607,39,3586,200,235,174,3590,WA1,ST29,1
3177,184,10,30,0,2420,222,247,157,953,WA1,ST23,1
3098,349,19,218,-14,2363,182,206,160,576,WA3,ST22,1
3120,46,20,810,-66,1694,221,191,96,2170,WA3,ST33,1
3010,114,14,301,0,1057,243,225,108,853,WA1,ST29,2
3273,39,25,616,78,972,211,175,86,1678,WA2,ST33,1
3352,31,11,277,52,2230,217,215,132,1718,WA3,ST31,1
3071,82,22,108,24,633,244,195,70,1500,WA1,ST30,1
3299,323,16,566,159,3907,179,222,182,2188,WA3,ST33,1
3065,93,16,330,24,999,244,213,94,1731,WA3,ST22,1
2999,210,29,216,97,1989,184,252,187,2059,WA3,ST33,2
2633,92,18,362,55,1187,245,210,89,661,WA1,ST30,2
2508,348,19,270,80,726,182,206,161,430,WA4,ST10,6
2963,39,20,190,8,1530,216,191,102,1511,WA1,ST29,2
3273,4,18,339,53,3167,193,201,143,3263,WA3,ST24,2
2024,321,22,0,0,573,157,212,192,484,WA4,ST17,4
3204,2,8,547,60,6176,209,224,154,1239,WA1,ST29,1
2702,55,8,384,19,1775,225,223,132,6069,WA1,ST12,2
3022,124,9,300,51,4350,235,234,130,990,WA1,ST30,2
3087,65,15,60,-6,3589,233,209,105,2910,WA3,ST22,1
2780,5,8,607,123,2743,210,225,152,1572,WA3,ST32,2
3283,344,14,531,84,592,192,218,164,1199,WA2,ST23,1
3004,290,8,558,173,5437,198,239,181,5184,WA1,ST12,2
3340,309,16,566,58,1937,175,228,193,3148,WA1,ST39,1
3195,351,21,67,16,2664,178,200,157,2725,WA3,ST24,1
3223,85,37,120,65,4872,243,151,0,1485,WA1,ST30,1
3115,106,7,0,0,1020,232,232,132,1831,WA1,ST23,1
2822,320,22,300,56,1740,157,213,193,1495,WA3,ST13,6
3310,9,13,190,40,5756,205,213,144,691,WA1,ST38,1
2679,91,20,331,79,1273,246,205,80,2385,WA1,ST30,2
3439,139,18,524,70,2674,244,231,109,1674,WA3,ST32,1
3380,106,12,67,6,3854,241,225,111,2716,WA3,ST39,7
3172,60,8,30,0,4445,227,223,131,3073,WA1,ST23,1
3429,196,15,660,229,2295,216,251,166,900,WA3,ST38,7
2852,61,12,60,-8,1805,230,215,117,1978,WA3,ST32,2
3152,180,10,108,13,3690,224,247,155,4811,WA1,ST29,1
2719,145,33,120,52,3062,244,214,70,6240,WA1,ST30,2
2815,23,15,285,19,1920,210,207,130,2792,WA1,ST12,2
2961,353,15,793,163,3048,193,213,157,888,WA3,ST10,2
3221,301,11,255,9,895,188,235,187,2312,WA3,ST23,2
2806,45,5,362,18,1019,222,228,142,1290,WA3,ST11,1
3030,153,6,484,8,1168,228,240,146,524,WA3,ST33,2
2772,123,11,234,36,2954,239,232,122,5112,WA1,ST12,2
3003,358,13,361,41,1527,200,216,154,2222,WA3,ST33,2
3144,78,12,350,51,1950,235,219,114,3188,WA3,ST24,1
3203,46,16,42,9,1920,223,203,109,2171,WA1,ST39,1
3249,354,11,297,78,2574,202,221,157,2543,WA3,ST24,1
2982,188,14,90,4,5537,221,250,159,2580,WA1,ST29,1
3272,171,13,283,39,4570,229,245,146,2542,WA3,ST33,1
3151,264,23,323,50,5748,157,244,222,2869,WA1,ST29,2
3153,301,17,234,86,3342,170,230,200,3105,WA3,ST24,1
2965,59,10,201,46,5541,228,219,124,3867,WA1,ST29,2
2779,24,17,618,49,2682,209,203,126,1797,WA3,ST32,2
2856,95,25,85,45,2312,250,194,57,1632,WA3,ST13,2
3327,307,2,644,113,983,213,237,163,2556,WA3,ST32,2
2953,23,12,182,32,2289,213,215,137,2073,WA3,ST22,1
3205,220,12,60,4,3059,205,252,181,5018,WA1,ST29,1
2540,102,13,175,14,541,241,223,110,3368,WA1,ST18,2
3137,31,1,153,2,3947,218,235,154,1406,WA1,ST29,1
3125,137,11,451,88,2510,237,236,129,1318,WA3,ST13,1
2978,320,28,324,155,2713,137,201,197,700,WA3,ST33,2
2531,187,30,301,75,968,208,245,150,1128,WA3,ST3,3
2991,104,16,350,93,2423,246,217,95,1850,WA3,ST32,2
2413,1,21,108,25,648,185,196,143,1236,WA4,ST10,6
2993,7,22,216,48,3009,188,192,135,1533,WA3,ST33,1
3155,0,5,390,13,3376,213,231,156,3925,WA1,ST29,1
3152,140,15,120,20,3186,241,234,119,3297,WA1,ST39,1
2114,346,26,404,50,450,160,189,161,997,WA4,ST5,6
3336,161,15,537,130,1374,234,242,135,2003,WA3,ST32,1
3221,186,5,474,82,807,221,243,158,558,WA3,ST32,2
2453,67,6,30,1,771,227,228,135,700,WA3,ST4,3
3077,354,2,30,2,1328,215,235,157,800,WA1,ST22,1
2347,323,12,300,88,360,190,228,177,930,WA4,ST2,2
2286,352,5,134,69,1350,211,231,158,592,WA4,ST2,3
2884,27,17,484,107,1433,211,202,123,2744,WA3,ST33,2
2595,236,29,360,169,2121,158,250,218,297,WA3,ST4,3
3069,25,5,513,176,2163,218,229,148,1366,WA3,ST33,2
3262,296,39,85,-15,3181,86,196,234,2177,WA1,ST39,1
2991,358,7,240,2,1565,209,227,156,1766,WA1,ST22,2
3090,288,8,162,14,2268,199,240,180,2188,WA3,ST20,1
3357,166,10,153,22,3120,229,244,147,1871,WA3,ST32,1
3168,332,5,362,37,3113,209,234,163,999,WA1,ST29,2
2941,347,17,67,14,2067,185,210,161,2096,WA1,ST29,2
3130,180,26,90,39,3508,219,245,142,659,WA3,ST33,2
3311,195,13,553,166,1146,217,251,165,4385,WA2,ST32,2
2884,165,15,270,101,997,232,244,139,2992,WA3,ST11,5
2983,125,10,120,4,1650,237,233,126,1347,WA1,ST29,2
3389,342,14,600,174,4908,189,217,166,2982,WA3,ST38,1
3082,110,11,175,22,2248,239,228,118,1263,WA1,ST30,2
3118,1,12,618,328,1159,203,217,152,1200,WA3,ST31,1
3091,282,13,0,0,1355,182,240,198,1634,WA3,ST21,1
2877,192,11,295,87,4133,219,249,162,5251,WA1,ST12,2
3214,72,8,518,13,3988,229,226,130,2951,WA1,ST23,1
3134,236,5,713,337,2438,211,245,172,1320,WA3,ST32,2
3205,354,18,120,36,3349,188,206,154,2455,WA3,ST31,1
2925,110,10,30,-8,2134,238,229,120,3029,WA3,ST26,1
3050,292,7,514,81,5483,201,239,178,1087,WA1,ST29,2
2684,107,14,60,-12,1884,243,222,105,216,WA3,ST10,2
2801,77,15,474,71,2850,238,211,100,1798,WA3,ST10,2
2558,357,21,90,49,1495,182,197,148,524,WA3,ST10,3
2819,49,15,450,64,1549,225,206,111,631,WA3,ST28,2
2563,135,18,124,26,1463,245,229,105,845,WA3,ST3,3
2816,315,12,240,128,1290,187,230,183,1325,WA3,ST23,2
3061,128,13,162,12,511,241,232,118,1262,WA1,ST23,1
3373,243,17,674,18,1400,185,251,202,4103,WA2,ST33,1
3173,126,17,503,127,450,246,227,104,1898,WA1,ST23,2
2646,49,14,67,4,323,225,209,115,1342,WA1,ST29,2
2829,133,21,85,24,4627,248,225,95,192,WA1,ST30,2
3174,51,16,150,-16,285,226,202,105,1834,WA1,ST22,1
3309,139,17,268,85,2948,243,232,112,3140,WA3,ST39,7
2245,6,39,85,43,977,144,137,108,819,WA4,ST10,3
3146,9,18,551,73,1448,197,202,138,2177,WA3,ST24,1
2926,253,5,85,7,5125,209,243,173,3945,WA1,ST29,2
3159,322,19,247,35,3918,167,217,188,1611,WA3,ST22,1
3321,276,11,703,153,4350,191,242,191,2543,WA3,ST38,1
3113,83,6,480,58,474,228,230,137,1253,WA3,ST32,1
3213,193,3,395,64,824,219,242,159,433,WA3,ST32,1
2971,93,24,180,-42,2858,249,195,60,1304,WA3,ST33,1
3010,126,4,644,117,180,227,237,145,706,WA3,ST32,1
2720,71,31,95,71,108,236,164,35,2101,WA1,ST30,5
2711,168,13,150,14,2022,230,245,144,351,WA3,ST4,3
2273,103,31,309,195,618,253,184,35,234,WA4,ST3,4
3115,171,24,711,301,1742,229,242,132,577,WA3,ST13,2
3345,206,21,595,198,1315,201,254,179,4222,WA2,ST33,2
2868,38,22,150,19,150,214,185,96,1725,WA1,ST30,1
2970,24,8,306,16,4952,216,222,143,2539,WA1,ST23,1
2969,26,11,277,31,4113,215,215,136,1740,WA1,ST12,2
2918,291,28,182,64,5385,130,222,226,793,WA1,ST29,2
3178,64,6,560,85,3081,226,228,136,3390,WA1,ST30,1
3308,120,28,361,55,3968,254,203,56,2469,WA1,ST39,1
3090,54,19,95,15,5273,227,195,93,2903,WA1,ST22,1
3065,124,2,443,74,2535,222,237,151,2093,WA3,ST32,1
3223,4,9,124,13,5313,208,222,151,591,WA1,ST22,1
2526,50,12,120,15,420,225,213,120,511,WA1,ST12,2
3285,47,12,85,-1,2806,224,214,122,2546,WA1,ST29,1
2943,334,13,331,96,1739,190,222,171,2550,WA3,ST32,2
2889,26,23,384,76,684,203,184,108,849,WA3,ST33,1
2823,338,17,150,26,1742,181,214,171,2395,WA3,ST33,2
3136,100,13,0,0,4053,242,221,107,3087,WA1,ST30,1
2978,136,27,417,233,1952,250,217,76,785,WA3,ST13,5
2203,158,15,201,77,1182,235,241,132,582,WA4,ST3,4
3051,107,11,85,18,1206,238,227,119,2590,WA1,ST29,2
2810,72,18,371,97,2577,237,204,91,242,WA3,ST10,1
2812,29,16,180,38,1025,213,204,123,3142,WA3,ST24,1
3246,134,16,60,-3,1177,244,231,111,1290,WA1,ST23,1
3105,86,4,0,0,3842,225,233,144,3127,WA3,ST22,1
2886,27,11,242,13,1489,215,217,137,2352,WA3,ST11,2
2705,12,6,457,74,1348,214,228,151,1598,WA1,ST12,2
3057,109,9,108,9,3865,236,230,124,408,WA1,ST29,1
2719,333,8,30,-4,1736,202,230,167,4146,WA1,ST23,2
2481,37,16,0,0,1537,218,204,118,824,WA3,ST10,6
3180,0,3,42,1,4397,215,234,156,816,WA3,ST23,1
2758,16,15,295,64,1723,205,206,135,1064,WA1,ST29,2
2998,265,8,684,102,5838,200,244,182,5522,WA1,ST29,2
3019,200,30,430,203,1448,194,249,171,256,WA3,ST13,2
2580,343,40,301,143,702,113,149,155,1342,WA3,ST33,2
3172,63,11,190,45,5314,230,218,120,2368,WA1,ST22,2
3139,131,14,339,89,4809,242,231,115,1761,WA1,ST29,1
2750,355,13,108,28,1621,197,216,155,2372,WA1,ST12,2
2908,329,26,90,32,3084,150,200,184,2590,WA1,ST29,2
2747,135,11,30,5,1677,237,236,128,2117,WA1,ST20,1
3180,124,11,30,-5,2072,238,232,124,1624,WA3,ST23,1
2794,131,25,42,23,470,251,217,78,1084,WA1,ST30,2
3298,49,10,192,39,3114,224,218,126,2316,WA1,ST29,7
2848,182,32,108,40,2850,212,241,139,1362,WA3,ST13,2
2466,289,15,234,31,603,177,237,200,1655,WA4,ST6,3
2998,289,9,685,100,5917,194,239,185,5787,WA1,ST29,2
2922,6,17,516,103,1500,197,205,142,2798,WA3,ST33,2
3184,189,17,680,-34,792,219,250,159,2054,WA3,ST33,2
2740,196,13,162,36,3745,217,250,166,1953,WA3,ST26,2
2924,317,12,335,24,3078,188,230,181,2060,WA3,ST22,1
3397,85,10,272,48,2758,235,222,118,1506,WA3,ST38,7
3168,297,21,323,71,268,158,228,209,882,WA2,ST22,1
2699,92,5,300,21,2249,229,231,137,1772,WA3,ST32,6
2732,142,3,120,16,1351,223,238,151,2014,WA1,ST12,2
2742,100,4,124,15,2773,227,234,142,4963,WA1,ST12,2
3082,156,24,300,82,540,239,234,110,1584,WA3,ST22,2
2652,72,9,488,36,942,231,223,125,1024,WA3,ST11,3
3030,6,11,90,1,2424,207,219,149,4158,WA1,ST29,1
3205,45,6,127,2,1719,222,226,139,1489,WA3,ST31,1
3022,69,14,330,-57,638,234,211,106,1018,WA1,ST29,1
3272,315,7,300,27,5704,202,235,172,604,WA1,ST22,1
2884,82,14,192,42,2539,239,214,103,2140,WA1,ST29,2
3061,46,14,1216,192,2793,224,210,117,1237,WA3,ST31,2
2952,202,8,339,36,5407,217,248,166,3720,WA1,ST29,2
3294,169,5,408,194,4186,224,242,153,1318,WA1,ST29,2
2636,359,16,127,40,1302,195,210,151,741,WA3,ST11,3
3083,189,9,589,-45,6257,221,247,160,2888,WA1,ST29,2
3157,77,9,90,-8,2512,232,224,125,1310,WA3,ST23,1
3153,318,17,170,51,1167,173,222,188,2133,WA1,ST29,1
2940,125,6,234,24,3772,230,236,139,4698,WA1,ST12,2
2579,352,7,212,28,488,208,229,158,964,WA3,ST11,2
2628,344,7,60,14,2088,206,229,162,2278,WA3,ST10,6
3283,351,18,42,5,1806,186,207,158,1860,WA2,ST38,1
2956,87,20,577,160,1148,245,202,78,765,WA1,ST29,2
2692,32,13,150,3,1632,216,211,128,1290,WA3,ST11,2
3200,61,23,30,-11,3336,231,185,74,3823,WA1,ST23,1
3097,226,19,268,41,2952,189,254,196,424,WA3,ST13,2
2729,339,12,240,54,2016,195,223,167,1968,WA1,ST29,2
3005,229,18,371,79,5337,190,254,196,1495,WA1,ST29,2
3061,328,9,218,-7,2056,198,230,171,2155,WA3,ST32,2
2373,308,14,90,12,757,181,230,189,1549,WA4,ST11,6
3175,12,18,323,93,3853,199,201,135,1959,WA3,ST39,2
3019,28,10,153,20,2940,216,217,136,1585,WA3,ST32,2
3111,104,4,297,30,1271,226,234,143,2700,WA3,ST32,1
2755,185,8,120,4,1936,222,246,158,811,WA1,ST12,2
2487,79,8,30,1,1252,231,225,126,1262,WA3,ST17,6
2608,290,28,108,67,1673,130,222,226,1504,WA3,ST13,6
3187,222,7,451,67,5980,212,247,172,2942,WA1,ST22,2
2918,17,11,182,30,1785,211,218,142,1423,WA3,ST31,1
2811,291,12,42,4,4660,187,238,191,212,WA1,ST29,2
2735,178,14,67,7,1851,225,248,151,2639,WA1,ST30,2
2571,217,28,216,142,1802,179,253,197,454,WA3,ST4,3
3292,28,9,90,5,1959,217,220,138,1524,WA3,ST38,1
2900,269,10,216,38,1899,195,244,188,1170,WA3,ST32,2
2913,102,16,360,108,360,245,217,96,1353,WA1,ST29,1
2674,121,20,319,116,1380,250,219,89,618,WA1,ST30,2
2852,351,6,497,103,2641,210,230,159,2790,WA1,ST12,2
3391,174,25,330,162,3772,225,243,134,3025,WA3,ST39,7
2506,25,12,30,-1,420,213,213,134,408,WA1,ST16,2
2587,346,7,0,0,2045,207,229,161,1514,WA3,ST17,3
2777,25,20,42,11,2342,206,193,117,757,WA3,ST23,1
3060,329,21,270,19,1950,164,210,182,1724,WA3,ST33,2
2514,338,18,150,2,216,178,211,171,1480,WA3,ST10,2
3004,232,15,708,101,5899,194,252,193,3670,WA1,ST29,2
2998,23,14,774,179,1299,211,209,131,2581,WA3,ST33,2
3091,93,5,696,37,2585,228,232,138,2083,WA3,ST32,1
2962,225,5,450,76,5667,213,245,169,4455,WA1,ST29,2
2848,57,24,150,68,2340,228,181,72,1868,WA3,ST13,2
2379,41,13,124,11,1215,221,211,123,680,WA4,ST6,3
3147,147,5,150,11,4621,227,239,147,2010,WA1,ST22,1
3113,344,8,0,0,1092,205,228,162,2609,WA1,ST30,1
3391,98,10,362,106,1964,237,225,118,1660,WA1,ST40,1
3003,194,19,1034,140,3048,214,252,164,1423,WA3,ST33,2
3371,111,11,582,137,1864,240,228,117,1950,WA1,ST38,1
3279,334,7,371,72,1633,204,231,166,2596,WA3,ST32,1
3070,122,9,42,-2,6875,235,233,129,2730,WA1,ST20,2
3057,349,4,781,53,5838,213,233,158,3798,WA1,ST29,1
2296,59,15,60,22,60,230,207,105,930,WA3,ST3,3
3335,313,11,0,0,2207,189,231,182,1115,WA3,ST39,7
2959,290,15,182,63,6000,178,237,199,5001,WA1,ST30,2
3148,162,1,698,-46,551,219,238,156,1224,WA2,ST22,2
3040,288,28,306,0,1747,131,224,227,3375,WA1,ST22,1
3024,45,8,485,180,5636,223,222,134,5016,WA1,ST12,2
2715,109,10,120,36,120,238,229,121,1924,WA1,ST29,5
3147,25,13,30,2,1622,213,210,132,1765,WA3,ST24,1
2842,156,18,391,176,2223,237,239,125,2095,WA3,ST10,3
