Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3162,215,8,420,30,6325,213,248,171,1866,WA1,ST29,2
2987,204,10,306,31,1430,215,249,169,1433,WA3,ST31,2
3053,286,14,95,23,1345,179,239,199,2568,WA3,ST22,1
3064,105,10,384,0,1310,237,228,120,1476,WA1,ST29,2
3156,50,15,402,87,4464,226,206,110,2257,WA1,ST29,2
2591,103,13,175,27,1036,242,222,108,469,WA1,ST30,2
2618,332,19,108,21,1489,173,213,177,1209,WA1,ST29,2
3315,235,17,390,94,1888,189,253,198,3391,WA1,ST29,1
2818,27,5,127,4,2442,218,228,147,2468,WA1,ST12,2
3208,73,5,0,0,5696,226,230,139,765,WA1,ST22,1
3187,41,23,124,37,503,216,184,92,1624,WA1,ST22,1
2953,347,12,319,105,2419,196,220,162,1926,WA3,ST33,1
2551,357,10,60,11,990,205,222,155,5060,WA1,ST30,2
3253,257,12,466,39,1742,191,247,194,552,WA3,ST31,1
3286,359,18,192,60,2919,190,203,148,2483,WA3,ST24,1
3160,332,17,242,86,4379,177,215,176,1148,WA1,ST22,1
2878,312,6,85,14,1786,203,235,172,1211,WA3,ST32,1
3228,68,16,636,60,3905,235,206,99,2193,WA1,ST29,1
2952,144,16,175,44,1974,241,235,119,1047,WA1,ST29,2
2784,153,12,0,0,2279,234,240,135,1436,WA1,ST30,2
3294,342,14,540,19,2411,190,218,166,815,WA3,ST32,1
3379,164,10,1027,177,3141,230,243,145,1041,WA3,ST38,7
3250,347,6,541,29,3691,208,230,160,3101,WA1,ST40,1
2604,152,9,30,4,765,232,240,140,1519,WA3,ST20,5
2492,84,27,256,125,600,246,182,47,755,WA4,ST10,3
3030,177,8,624,120,2210,224,245,154,2632,WA3,ST32,2
2843,317,27,120,17,4020,140,205,200,799,WA1,ST29,2
3028,9,6,234,5,1965,213,227,152,1584,WA3,ST32,2
2984,248,15,120,22,3238,186,250,200,1300,WA3,ST32,1
2682,352,20,108,44,1974,180,201,156,4517,WA1,ST29,2
3016,29,15,860,121,1383,214,207,125,1966,WA3,ST33,1
3178,69,15,30,2,1434,235,208,100,2462,WA1,ST29,2
2804,355,27,258,53,2717,166,181,145,2706,WA1,ST29,2
3347,312,31,335,114,3589,121,200,210,3845,WA1,ST39,7
3108,99,19,300,92,3302,247,210,84,2051,WA3,ST33,1
2695,69,10,30,4,1661,231,221,122,1422,WA1,ST20,1
2457,314,17,190,-5,0,172,224,191,390,WA4,ST10,3
3650,16,19,684,238,2911,201,198,130,1304,WA1,ST40,1
3126,60,9,134,20,2819,228,221,126,3461,WA1,ST30,1
2978,180,11,696,69,6121,224,247,154,5590,WA1,ST29,2
2294,21,13,162,46,793,211,212,135,1048,WA4,ST11,6
3294,324,15,342,71,4349,180,223,182,2021,WA3,ST22,1
3137,66,9,228,4,690,229,221,124,2348,WA2,ST23,1
3061,134,13,153,17,3355,241,233,119,626,WA1,ST29,2
2768,26,14,466,68,2084,213,208,129,2232,WA1,ST12,2
3325,233,14,511,-12,1549,196,252,192,4049,WA2,ST33,1
2583,358,6,30,0,1693,211,229,156,2917,WA3,ST17,6
2639,11,20,242,55,1436,195,196,134,2837,WA3,ST10,2
2767,45,7,510,31,1616,222,224,137,2814,WA1,ST12,2
3041,199,10,976,122,5592,217,249,166,5592,WA1,ST30,2
2877,96,27,218,72,2725,251,189,49,1134,WA3,ST10,2
2817,103,16,384,66,1697,245,219,99,674,WA3,ST31,5
2822,1,11,659,-9,454,204,219,152,1130,WA3,ST11,2
3273,313,11,285,66,1528,191,232,180,2658,WA3,ST32,1
2795,24,27,240,67,1006,194,172,102,2047,WA3,ST24,2
3196,247,4,95,5,2561,212,242,168,983,WA1,ST23,1
3154,157,26,192,63,5020,238,234,109,1557,WA1,ST30,1
3031,28,5,60,1,1802,218,230,148,1741,WA1,ST30,2
2865,354,16,573,78,3212,192,211,155,1423,WA3,ST32,2
3015,115,7,255,50,361,232,233,134,1120,WA1,ST23,1
2732,70,6,190,11,2352,227,228,135,6962,WA1,ST12,1
2873,110,5,297,37,2910,228,234,140,2391,WA1,ST12,2
3070,120,25,150,45,3271,253,209,67,2263,WA3,ST33,2
3132,84,15,162,34,108,240,214,101,2016,WA2,ST23,1
3330,208,26,547,207,3255,191,253,184,2906,WA1,ST29,1
3208,124,7,342,53,4497,232,235,136,2710,WA1,ST29,1
3303,104,12,300,29,1020,240,225,114,3390,WA2,ST32,2
3145,297,6,474,108,2165,202,238,175,987,WA3,ST32,2
3169,127,9,323,31,4791,236,234,128,2223,WA1,ST29,1
3148,25,11,0,0,1495,215,217,138,2430,WA1,ST29,1
2985,347,12,42,9,4401,196,220,162,2163,WA1,ST19,2
2765,163,22,319,75,3535,234,240,123,1800,WA3,ST13,2
2791,63,9,95,4,2806,228,222,127,2177,WA3,ST10,2
3144,93,25,794,39,883,249,193,57,1764,WA1,ST30,2
2951,45,7,42,0,1809,222,225,138,1510,WA1,ST29,2
3294,331,20,60,26,5490,169,211,179,895,WA1,ST38,1
2520,258,15,90,13,953,184,248,201,1071,WA4,ST6,2
2908,96,6,127,41,3199,231,231,133,2912,WA1,ST29,2
2706,93,16,255,57,2379,243,215,97,2448,WA3,ST11,2
3220,40,24,350,41,1398,214,180,90,234,WA1,ST22,1
3004,225,16,323,42,5707,196,253,190,2184,WA1,ST29,1
2876,108,18,300,154,1825,248,216,90,722,WA3,ST32,5
3005,100,31,691,209,1101,252,182,34,1158,WA1,ST29,2
2835,22,9,350,37,840,215,221,143,379,WA1,ST23,2
2889,335,10,421,121,691,198,227,168,2223,WA1,ST12,2
3093,66,8,30,4,5102,229,224,128,2148,WA1,ST23,1
2925,53,11,342,59,3034,227,215,121,2120,WA1,ST29,2
3078,285,14,60,17,2359,181,239,198,573,WA3,ST32,2
2987,307,16,242,10,4579,174,229,194,175,WA1,ST29,2
3154,211,14,60,-3,1253,208,252,178,1500,WA1,ST29,2
2930,178,7,631,75,2698,223,244,155,1824,WA3,ST26,2
2922,11,8,210,13,4935,212,224,150,3528,WA1,ST23,2
3001,124,3,878,226,1057,225,237,146,2372,WA3,ST13,2
3137,140,16,182,20,551,242,234,116,1632,WA3,ST32,2
2711,37,12,150,42,1131,219,214,128,3082,WA1,ST30,2
3183,179,16,218,64,1943,225,248,151,2698,WA1,ST29,7
3048,43,16,0,0,2624,221,204,113,4075,WA1,ST22,1
2850,1,16,90,29,2376,194,207,148,2708,WA1,ST29,1
3090,355,10,150,25,4131,204,222,157,2122,WA1,ST29,2
2945,158,9,30,3,4345,230,242,144,5268,WA1,ST20,2
3056,50,14,540,111,1585,226,208,113,3158,WA3,ST33,2
3162,26,21,591,-32,870,205,189,113,1573,WA2,ST33,1
3201,126,9,524,88,3461,235,234,130,3455,WA1,ST39,2
3265,106,4,150,6,6213,227,234,142,256,WA1,ST22,1
2978,290,8,531,62,5460,198,239,181,4250,WA1,ST29,2
3054,90,5,532,168,5883,227,232,139,5017,WA1,ST24,2
2964,28,18,300,77,1935,210,199,119,2700,WA3,ST33,2
2903,299,13,218,57,1864,182,234,193,1230,WA3,ST32,2
3059,337,20,760,18,1146,171,207,172,865,WA3,ST32,2
3068,10,4,30,0,4288,215,231,153,892,WA1,ST19,1
3435,346,22,351,142,2420,171,198,162,2474,WA1,ST40,1
2946,94,9,268,-7,1790,235,226,122,1315,WA1,ST29,2
3128,255,11,437,54,1142,194,247,191,1191,WA3,ST23,1
2960,348,13,0,0,4970,196,219,161,4084,WA1,ST29,1
3257,72,9,540,78,4819,231,223,125,2981,WA1,ST29,1
2734,74,34,150,85,1289,237,156,22,900,WA3,ST13,2
2484,338,15,120,34,240,186,217,170,212,WA4,ST10,2
3350,128,8,30,-5,4279,234,235,132,3856,WA3,ST23,1
3119,185,14,674,322,2362,222,249,157,1261,WA3,ST13,2
3341,121,1,404,112,1630,221,237,152,2915,WA1,ST29,1
3158,189,10,450,121,2096,221,248,160,1062,WA3,ST32,2
3164,146,27,708,283,1167,245,225,90,2876,WA1,ST29,1
2605,115,11,150,24,446,239,230,120,1383,WA1,ST12,2
2990,117,15,362,92,2407,244,225,106,1895,WA3,ST32,2
3286,109,17,404,80,295,247,219,96,418,WA2,ST32,2
3133,47,15,180,0,1554,224,206,112,127,WA1,ST22,1
2828,342,20,30,12,1296,175,206,167,1806,WA3,ST24,1
3263,5,11,789,-11,2139,206,219,150,693,WA3,ST22,1
3311,310,8,450,36,2497,197,234,177,810,WA3,ST32,1
3220,328,7,0,0,3720,203,232,168,1624,WA1,ST22,1
2878,248,31,201,107,2285,138,244,231,1517,WA3,ST13,1
2956,88,22,240,81,390,246,199,71,1509,WA1,ST29,1
3219,88,14,162,23,1302,240,216,103,1705,WA1,ST29,1
3200,22,9,402,65,488,214,220,141,2613,WA2,ST23,2
2874,124,15,560,202,969,244,228,108,513,WA3,ST32,2
2403,322,18,256,68,30,170,218,187,514,WA4,ST10,3
2750,355,8,0,0,2864,207,225,157,5613,WA1,ST20,2
2804,164,29,95,42,3925,231,234,112,5507,WA1,ST30,2
3003,128,30,60,-12,2603,252,207,59,1500,WA3,ST27,1
2815,58,11,180,51,1718,228,218,122,1345,WA3,ST22,2
2985,309,12,721,339,1571,186,232,186,1950,WA3,ST31,2
2998,110,20,201,26,5067,249,214,84,4222,WA1,ST29,1
2641,67,6,162,24,1146,227,228,135,1484,WA3,ST11,2
2379,309,30,390,138,258,127,206,212,1758,WA4,ST10,3
2705,162,3,67,3,1710,222,240,153,900,WA1,ST12,2
3353,193,21,361,119,977,212,252,164,859,WA1,ST22,1
3064,145,19,210,10,845,243,233,110,721,WA3,ST24,2
3008,28,13,577,43,5385,215,212,132,5550,WA1,ST12,2
3047,20,14,1072,249,3043,209,210,135,957,WA3,ST32,2
2909,297,13,297,21,2992,184,236,192,2109,WA3,ST22,1
2736,55,16,150,42,1307,228,205,106,1517,WA3,ST11,2
3044,225,1,828,79,5696,217,239,159,5595,WA1,ST12,2
2922,80,8,0,0,1655,231,225,127,1702,WA3,ST23,2
2843,289,12,150,11,2501,186,238,193,2352,WA1,ST29,2
2542,67,7,175,2,592,228,226,132,1015,WA1,ST9,2
3085,303,10,480,31,2589,193,235,183,1996,WA3,ST32,2
2660,274,15,108,31,769,179,243,203,1448,WA1,ST30,2
2876,60,10,67,4,1697,228,219,123,2554,WA3,ST22,1
3361,259,21,1188,289,3755,164,246,218,2549,WA3,ST27,2
2729,52,14,450,105,1385,226,208,112,612,WA1,ST23,2
3024,319,9,558,-96,1739,197,232,175,1974,WA3,ST32,2
2941,108,10,342,59,3140,238,228,120,2012,WA1,ST29,2
2005,332,20,192,55,532,171,211,178,664,WA4,ST10,6
3208,56,13,0,0,2808,228,213,116,2758,WA1,ST29,1
2955,235,21,451,55,5590,180,253,205,4074,WA1,ST29,2
3385,358,6,283,117,5239,210,228,156,658,WA1,ST39,1
3025,315,7,108,5,4484,202,235,172,992,WA1,ST29,2
3278,174,34,150,49,3988,217,233,119,3150,WA3,ST33,1
3160,351,11,42,5,1907,201,222,159,1987,WA1,ST29,1
2811,62,19,470,123,484,232,196,89,2501,WA1,ST24,2
2890,6,7,0,0,4309,211,226,152,6106,WA1,ST20,2
2343,1,19,467,237,1075,189,200,145,1332,WA4,ST10,3
3513,38,16,828,279,2315,218,203,116,1591,WA1,ST40,1
2211,297,25,350,144,509,144,223,216,242,WA4,ST2,3
2999,4,17,0,0,1650,196,206,145,1984,WA1,ST29,1
2225,9,22,212,165,443,189,189,131,234,WA4,ST10,6
3179,88,12,499,43,4592,238,220,110,2142,WA1,ST29,2
3001,215,12,216,26,5568,208,251,178,2008,WA1,ST23,1
2577,21,8,234,-5,342,215,223,145,1253,WA1,ST9,2
2882,8,2,127,35,4750,217,235,155,4676,WA1,ST24,2
3157,25,11,218,21,2858,215,216,137,1237,WA1,ST23,1
2857,332,19,85,0,2522,172,212,178,2254,WA3,ST22,1
3171,166,14,778,235,1092,231,244,140,2164,WA3,ST33,2
3391,117,8,30,-8,4282,235,232,129,4174,WA3,ST23,7
2965,242,24,430,256,2391,166,251,216,1092,WA3,ST13,2
1928,16,18,170,50,124,202,201,131,664,WA4,ST1,6
3357,123,20,30,-6,3017,249,221,91,942,WA3,ST35,7
2605,328,27,67,35,1353,146,198,186,6607,WA1,ST29,2
2025,95,36,127,77,175,249,163,10,497,WA4,ST1,3
2583,163,22,30,-8,1657,234,240,126,1434,WA3,ST2,2
3041,45,24,607,125,4457,218,179,83,3979,WA1,ST29,1
2861,45,7,162,22,2928,222,225,138,2787,WA1,ST12,2
2997,166,18,331,60,2580,232,243,135,937,WA3,ST32,1
2816,188,20,469,80,1323,217,250,158,706,WA3,ST13,2
2928,202,7,85,1,2093,217,246,165,1809,WA3,ST23,2
2783,144,14,134,26,1663,239,237,124,2296,WA3,ST13,2
2943,57,14,180,2,339,229,209,110,1020,WA1,ST29,1
3105,321,9,210,24,1213,196,231,175,2771,WA3,ST31,1
2895,85,17,390,99,940,242,210,92,765,WA1,ST30,2
2996,288,8,577,-38,1616,197,239,182,1956,WA3,ST31,2
2756,19,17,108,3,1195,206,203,130,2310,WA1,ST29,2
3156,231,6,150,21,664,210,246,172,2463,WA2,ST23,1
3037,155,18,255,16,5406,238,238,122,1770,WA1,ST29,2
3006,95,15,228,-4,957,243,217,99,890,WA1,ST29,2
2793,51,6,272,5,384,223,227,139,711,WA1,ST30,5
2936,83,17,192,16,1850,242,207,89,1503,WA3,ST31,1
3080,270,28,480,159,2843,136,236,233,2603,WA3,ST31,2
2680,332,20,120,29,1932,170,211,178,2266,WA3,ST10,2
3010,68,13,60,11,5039,233,214,112,3293,WA1,ST29,2
2962,353,25,268,131,5528,169,188,150,4899,WA1,ST24,2
2997,337,8,600,263,3481,203,229,165,1209,WA1,ST12,2
2655,231,29,85,35,511,163,251,213,1423,WA3,ST13,2
3175,67,10,408,-15,3942,230,221,123,3783,WA1,ST23,1
2885,140,11,67,12,1710,237,237,128,1218,WA1,ST29,2
3236,137,11,319,45,5692,237,236,128,3043,WA1,ST29,2
2871,129,16,150,38,2214,244,229,109,810,WA3,ST13,5
3233,357,10,162,18,5367,205,222,155,551,WA1,ST22,1
2827,329,14,0,0,2432,187,223,176,2652,WA1,ST23,1
2651,76,6,339,55,1124,228,229,136,849,WA3,ST11,3
2801,117,19,127,30,920,249,218,88,362,WA3,ST31,2
3432,135,17,384,194,3703,245,230,108,3288,WA3,ST39,7
3144,163,21,95,1,1172,235,241,126,931,WA3,ST22,2
3445,87,10,849,212,2190,236,223,118,1549,WA1,ST35,7
2686,7,11,30,6,2681,207,218,148,6643,WA1,ST29,2
3347,262,10,0,0,2136,195,245,189,2148,WA3,ST32,1
2837,121,4,0,0,3751,227,236,144,6322,WA1,ST20,2
2901,81,3,541,85,3788,223,234,146,3204,WA1,ST12,2
2289,160,20,120,35,339,236,240,124,446,WA4,ST4,3
3165,159,12,30,3,832,233,242,138,2577,WA1,ST23,2
3308,3,21,1176,291,1849,186,194,141,2123,WA3,ST39,1
3296,312,19,600,108,735,165,222,196,258,WA2,ST33,1
2609,345,5,60,0,674,211,232,160,1598,WA1,ST29,2
3275,218,24,108,15,2398,186,254,194,612,WA3,ST39,7
3038,5,3,361,65,4719,216,234,155,836,WA1,ST29,2
3103,37,5,0,0,2259,220,229,146,1838,WA1,ST29,1
3054,265,9,469,50,5881,198,244,185,4324,WA1,ST29,2
3240,28,8,0,0,5133,217,223,141,242,WA1,ST38,2
2748,49,10,228,10,2781,224,218,127,2242,WA1,ST12,2
2929,85,15,153,45,4679,240,213,99,1804,WA1,ST29,2
3178,83,6,306,46,3209,228,230,137,3398,WA1,ST29,1
3290,160,14,395,102,1189,234,242,135,2609,WA1,ST29,2
3349,333,12,446,104,3355,192,225,171,3345,WA3,ST32,7
3290,4,14,663,87,2012,201,213,148,834,WA3,ST31,1
2288,121,18,42,13,192,248,222,94,335,WA4,ST11,3
3292,59,19,175,7,4226,230,196,90,3588,WA3,ST23,1
3492,61,33,247,95,2521,226,154,36,3826,WA1,ST39,7
3015,308,20,190,35,4604,161,224,201,127,WA1,ST30,2
2884,291,4,446,53,2474,208,239,169,2532,WA1,ST23,2
3148,354,9,765,131,1687,205,224,157,2336,WA3,ST31,1
3202,120,14,301,-48,1531,243,228,111,2408,WA1,ST22,1
2851,293,7,30,3,1276,200,239,178,1983,WA3,ST31,1
3288,225,4,503,93,5155,214,243,166,994,WA1,ST29,2
2894,16,20,270,88,778,199,193,126,1924,WA3,ST24,2
2859,292,3,283,51,2229,212,238,165,2659,WA1,ST29,2
3004,15,17,342,145,1182,203,204,134,3492,WA3,ST24,1
2985,154,14,256,64,351,236,240,130,741,WA3,ST32,5
3227,101,21,361,51,5418,250,206,74,2860,WA1,ST29,2
2604,21,11,153,9,1850,213,217,140,2045,WA3,ST10,6
2864,13,6,300,55,2293,214,227,150,2048,WA1,ST12,2
2766,182,16,60,5,1618,223,249,153,2368,WA3,ST13,2
3233,326,9,30,7,5776,199,231,171,785,WA1,ST23,1
3045,310,12,450,210,1103,186,231,185,600,WA3,ST13,2
3437,287,24,67,25,3261,145,230,221,1566,WA1,ST39,1
3024,128,13,192,25,5117,242,231,116,3207,WA1,ST29,2
2916,337,5,362,13,4652,208,232,163,4794,WA1,ST7,2
3088,182,6,466,34,2710,222,244,157,1888,WA3,ST32,2
3089,301,21,182,43,1598,158,226,207,404,WA3,ST32,2
2919,56,26,446,124,3159,227,176,68,875,WA3,ST10,2
2926,340,6,430,13,3502,208,232,162,3987,WA1,ST12,2
2520,60,27,201,79,842,229,172,59,875,WA3,ST10,2
3215,6,17,900,198,1958,197,205,142,2325,WA3,ST24,1
3205,302,12,60,10,819,187,235,187,1131,WA2,ST24,2
3128,307,24,150,51,4491,146,217,208,1218,WA1,ST22,1
3324,299,12,258,77,1031,185,235,190,1448,WA2,ST22,1
3139,104,10,531,92,4610,238,227,119,1897,WA1,ST20,1
3445,0,8,481,106,1682,209,226,155,1284,WA3,ST40,7
2910,284,10,391,112,1790,191,240,189,1063,WA3,ST31,2
3089,303,19,509,272,1230,165,228,202,1142,WA3,ST33,1
3281,275,3,390,38,5006,212,240,166,837,WA1,ST29,2
2052,52,32,60,32,218,217,153,46,481,WA4,ST10,3
3103,327,7,703,-82,883,204,233,168,1024,WA2,ST23,2
2668,342,4,0,0,1852,212,234,160,2408,WA3,ST17,2
3109,22,20,942,240,2716,203,193,120,2103,WA3,ST24,2
2881,340,15,60,12,1624,188,217,168,2742,WA3,ST20,2
2816,151,17,42,5,2193,239,238,121,2892,WA1,ST30,1
3109,90,20,277,-59,1020,246,204,78,972,WA1,ST29,2
2624,342,5,212,15,957,209,232,161,5686,WA1,ST29,2
3016,138,6,297,15,4364,230,238,141,738,WA1,ST29,2
2481,38,29,268,-9,882,206,162,74,865,WA3,ST10,6
3023,213,19,313,56,4540,199,254,185,1690,WA1,ST29,2
3010,161,11,671,117,150,231,243,142,735,WA3,ST32,2
3116,172,14,323,64,240,228,246,146,607,WA3,ST32,2
2961,92,20,150,-29,732,246,205,79,779,WA1,ST29,1
2852,13,5,0,0,3124,215,229,151,3089,WA1,ST23,2
3158,267,13,384,61,5798,185,245,199,2750,WA1,ST30,2
3039,149,4,362,171,5320,225,239,149,1342,WA1,ST29,2
3051,56,19,277,36,4555,229,197,95,811,WA1,ST29,2
3216,81,12,671,100,2018,237,218,110,2758,WA3,ST24,1
3376,86,11,300,94,2047,236,221,115,2875,WA1,ST40,1
3120,92,7,0,0,1974,232,229,129,2829,WA1,ST29,2
2763,6,15,190,22,1463,201,210,145,2496,WA1,ST29,2
3321,8,14,270,51,3730,202,210,143,1956,WA1,ST38,1
2880,24,14,408,85,3160,212,209,132,1189,WA3,ST32,2
3053,20,22,180,17,2445,200,189,119,4244,WA1,ST29,1
3054,100,18,95,18,2173,247,212,88,1351,WA1,ST30,1
2390,11,22,30,11,892,190,189,129,552,WA4,ST10,3
3131,253,16,819,152,6237,183,249,203,1328,WA1,ST29,2
2747,41,9,95,2,1779,221,219,132,939,WA1,ST12,2
2908,52,18,162,65,1761,227,199,100,2880,WA3,ST33,2
3215,171,6,424,24,5919,224,243,153,3164,WA1,ST29,2
3185,270,11,592,72,816,190,244,193,990,WA3,ST23,2
2939,214,12,306,23,4831,208,251,177,2069,WA1,ST29,2
2954,232,27,404,255,2273,166,252,212,1159,WA3,ST13,2
3060,153,12,95,6,840,234,241,136,319,WA3,ST33,2
2596,239,21,0,0,2512,178,252,207,1991,WA3,ST11,2
3296,339,12,630,26,3692,193,222,168,949,WA3,ST34,7
2988,95,14,277,23,4770,242,218,102,2509,WA1,ST23,1
3033,188,10,192,48,2942,221,248,159,395,WA3,ST32,2
2910,51,10,30,0,1265,225,218,126,1443,WA3,ST23,2
2778,171,6,218,42,1063,225,243,153,361,WA3,ST34,2
2945,69,18,162,45,5610,236,202,91,4023,WA1,ST29,2
2716,196,29,272,-19,1050,199,249,166,732,WA3,ST3,2
2882,131,24,60,7,210,250,219,82,1423,WA1,ST30,1
2074,339,34,120,72,175,130,172,169,576,WA4,ST10,3
2867,35,12,192,10,1396,219,214,129,2372,WA3,ST11,2
2578,63,10,210,34,930,229,221,124,1300,WA1,ST9,2
2491,215,8,0,0,1057,213,247,170,624,WA3,ST4,3
2749,217,15,120,13,787,203,253,183,552,WA3,ST3,2
2830,328,16,120,32,3162,178,219,180,384,WA3,ST10,2
3220,82,17,30,13,1842,241,207,90,270,WA3,ST35,7
2844,34,12,175,23,2769,218,213,129,3906,WA1,ST29,2
3199,126,21,361,109,300,250,220,88,2789,WA2,ST25,1
2910,300,10,350,112,1812,192,236,184,1044,WA3,ST31,2
3125,63,6,0,0,2525,226,227,135,1205,WA1,ST29,1
2702,212,15,42,7,984,206,253,179,1855,WA3,ST4,1
3099,355,8,0,0,4008,207,226,157,1841,WA1,ST23,1
3095,326,19,95,24,4422,168,215,184,1106,WA1,ST22,1
3020,324,14,182,50,2584,184,224,179,1749,WA3,ST33,1
3216,50,15,268,21,1019,226,206,110,1315,WA2,ST32,2
2738,100,26,210,106,210,252,195,54,721,WA1,ST30,5
3149,65,14,404,7,3154,232,211,109,4781,WA1,ST29,1
3064,167,23,390,-2,1655,231,241,127,1355,WA1,ST29,1
3195,11,20,150,20,1624,194,195,133,331,WA1,ST22,1
2686,106,34,175,107,1648,253,178,23,1140,WA3,ST13,2
2633,203,12,120,0,2234,214,250,170,2483,WA3,ST4,5
2531,121,10,162,28,849,237,232,126,1400,WA3,ST4,3
3010,219,17,258,79,2535,198,254,188,1310,WA3,ST34,2
2948,54,13,497,-4,2067,227,211,114,2927,WA3,ST23,1
2997,102,8,242,34,268,234,230,128,1259,WA1,ST22,1
3105,140,8,42,3,3827,232,238,138,3067,WA3,ST22,1
2728,252,5,30,-2,1172,208,244,173,1571,WA1,ST23,2
3194,313,9,120,17,509,196,233,177,1020,WA2,ST22,1
3241,64,7,150,7,3531,227,226,133,1850,WA1,ST29,1
3217,110,7,541,35,4951,233,232,132,2429,WA1,ST22,2
2969,145,14,108,30,1681,239,237,125,503,WA3,ST32,2
2897,183,26,150,58,2910,216,246,147,1273,WA3,ST13,2
3050,339,13,469,75,5502,191,221,168,3766,WA1,ST29,1
2853,104,24,582,220,2451,252,202,65,1964,WA3,ST10,3
2866,135,7,424,65,2773,232,237,137,2672,WA1,ST12,2
2975,28,14,0,0,4534,214,209,128,2527,WA1,ST23,1
2932,101,16,108,6,1706,245,217,97,1495,WA3,ST13,2
3037,135,9,30,4,2766,235,236,132,485,WA1,ST30,2
3227,142,14,60,13,1103,239,236,123,2601,WA3,ST32,2
3037,83,11,228,3,3503,236,220,114,5696,WA1,ST29,1
3193,81,6,67,2,360,229,229,134,1920,WA1,ST22,1
2727,52,8,180,16,2132,225,222,131,2524,WA3,ST32,2
3252,339,6,124,20,690,207,232,163,1276,WA2,ST33,1
2432,314,24,446,212,907,151,214,200,210,WA4,ST10,3
3198,120,10,570,157,595,238,231,123,792,WA2,ST32,1
2964,318,19,309,60,467,167,220,191,1492,WA3,ST24,2
2888,301,18,765,211,2161,168,229,201,1761,WA3,ST13,5
2913,208,33,192,72,849,178,248,183,342,WA3,ST13,2
2742,47,22,228,63,242,222,186,88,1945,WA1,ST29,5
3302,201,8,360,7,1181,217,247,165,1200,WA3,ST32,1
3138,36,17,108,32,2771,217,200,113,1392,WA3,ST23,1
3019,240,20,570,-101,1888,179,252,207,1779,WA3,ST33,2
3064,66,6,474,73,5661,226,228,137,5152,WA1,ST12,1
3193,98,5,30,-3,2437,228,233,138,1463,WA3,ST23,1
2978,324,8,268,54,1337,199,231,172,3120,WA1,ST22,1
2795,333,16,85,15,1902,181,217,175,2007,WA1,ST29,1
2929,187,14,60,7,5227,221,249,158,3264,WA1,ST23,1
3034,217,7,175,16,3672,213,247,171,2620,WA1,ST30,2
3055,73,13,170,5,2084,235,215,110,1541,WA1,ST23,1
3202,28,4,417,23,5693,218,232,150,2750,WA1,ST23,2
3287,90,5,153,4,3915,227,232,139,3916,WA1,ST38,7
2974,250,6,42,-3,2743,208,244,174,361,WA3,ST32,2
3449,295,13,674,160,1015,182,236,194,1261,WA2,ST40,1
2815,219,31,108,52,3054,169,251,201,1374,WA3,ST4,2
3179,99,16,258,36,4928,244,217,97,1454,WA1,ST30,1
2407,2,19,390,225,1124,191,201,145,1142,WA4,ST6,3
2848,178,22,85,20,1142,224,247,144,2434,WA3,ST33,5
2288,345,10,30,3,108,200,224,163,934,WA4,ST10,2
3086,5,9,120,7,1884,209,223,152,1048,WA3,ST21,1
2867,135,4,175,13,5019,227,238,145,4295,WA1,ST30,2
3045,201,4,443,23,4670,218,243,161,1194,WA1,ST29,1
3180,278,10,390,63,1008,191,242,190,750,WA3,ST32,1
2844,319,20,0,0,5499,165,218,191,4696,WA1,ST30,1
3148,0,9,731,131,1697,206,222,154,2419,WA3,ST31,1
2978,22,12,466,23,4344,212,214,137,2029,WA1,ST29,2
2955,251,18,485,55,5800,178,250,207,6211,WA1,ST29,2
2981,6,15,192,26,3352,201,210,145,2136,WA3,ST24,1
2422,75,13,85,18,859,236,214,107,1390,WA4,ST6,3
3116,156,14,430,108,780,235,241,133,1359,WA3,ST22,2
2924,34,17,0,0,450,215,200,116,1650,WA3,ST24,2
3305,209,2,242,17,5775,217,241,161,540,WA1,ST22,1
3254,104,14,301,59,170,243,221,104,607,WA2,ST32,2
2722,39,13,95,4,1419,220,210,122,2197,WA1,ST12,2
3209,63,14,30,8,2979,232,210,107,2419,WA1,ST29,1
2507,299,13,295,72,306,183,235,192,1869,WA4,ST10,3
3139,79,4,201,25,5458,224,233,144,589,WA1,ST29,1
2540,264,38,433,-59,450,101,226,247,1092,WA3,ST4,3
3284,16,7,270,56,1680,214,226,148,914,WA3,ST31,1
2927,154,6,150,15,4682,227,241,147,2568,WA1,ST22,2
3284,79,5,459,14,3673,226,231,139,1182,WA3,ST34,7
3218,100,16,67,4,1130,245,216,96,1441,WA1,ST23,1
2873,198,10,42,11,3311,217,249,166,1986,WA1,ST12,2
2969,176,12,677,-51,1129,226,246,150,1583,WA3,ST32,2
3029,0,1,108,0,1317,217,236,156,2713,WA1,ST23,1
3175,80,14,258,16,4913,238,215,105,1376,WA1,ST29,1
3044,24,15,570,24,3723,211,207,129,4724,WA1,ST29,1
3179,89,16,192,41,1337,243,212,93,2402,WA1,ST30,2
3071,276,24,495,142,6091,149,237,224,1565,WA1,ST29,1
2698,119,16,175,0,2071,246,224,101,735,WA3,ST11,2
2635,342,26,67,23,1477,159,192,166,1019,WA3,ST24,2
